city,district,name,score,comment_number,month_sales_clean,avg_price_rmb,category1,delivery_time_clean,delivery_type_1,in_time_delivery_percent,min_price_rmb,shipping_fee_clean,lat,lng,Day_Time,Night_Time,Mid_Night_Time,recommend_Bin,district population in (10 thousands),population density (people/square kilometer),Rent,Female,Male,18 and below,19-24,25-34,35-44,45-54,55 and above,50 yuan and below,50-100 yuan,100-300 yuan,300 yuan,Shopping,Catering Service,Car Service,Leisure,Other,Medicare,Education,Beauty
Beijing,Fengtai District,Yipin Braised Pot (Beijing Jinyuan Store),4.3,99,100,75,Foods,80,Unknown,0,20,5,39.958282,116.289586,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Fangshan District,Full Donkey Meat Restaurant,0,301,100,39,Foods,60,MeituanFlash,0,20,2,39.684326,116.067718,1,1,0,0,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Haidian District,Taoyuan Paozi Rice (Weigong Village Store),4.8,11545,4588,23,Foods,32,MeituanFlash,67,20,0,39.953015,116.309943,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Changping District,Burley House Fried Chicken Burger. Korean fried chicken,4.7,793,1413,26,Foods,52, MeituanRun ,48,20,19,40.127882,116.403786,1,1,1,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Daxing District,Dongpo steamed stuffed bun nutritious breakfast (authentic Chongqing noodles),4.2,1283,903,18,Foods,41,MeituanFlash,86,20,0,39.889744,116.256199,1,1,0,1,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Chaoyang District,Maruame Noodles · Udon Noodles · Dun Rice (Beijing Huanmao Store),4.8,1227,1999,33,Foods,109,Unknown,92,20,3.5,39.966424,116.410673,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Boutique Sha County,4.7,249,400,23,Foods,63,MeituanFlash,89,20,7,40.002603,116.427853,1,1,0,0,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Daxing District,Long and Xiang Banquet,4.8,208,1000,37,Foods,55,Unknown,78,25,7,39.735548,116.343736,1,1,0,1,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Chaoyang District,McDonald's & Mai Coffee (Beijing Zaoying Nanli Store),4.7,1105,3105,39,Foods,28,Merchant,99,0,5,39.944546,116.471339,1,1,1,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Fengtai District,McDonald's & Mai Coffee (Beijing South Third Ring East Road Store),4.9,4560,2745,39,Foods,28,Merchant,100,0,5,39.858777,116.426869,1,1,1,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Fengtai District,McDonald's & Mai Coffee (Beijing Feng Pipeline Store),4.9,999,2445,40,Foods,28,Merchant,99,0,5,39.855917,116.30138,1,1,1,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Xicheng District,McDonald's & Mai Coffee (Beijing Qianmen West Street Store),4.8,2093,3578,39,Foods,28,Merchant,100,0,5,39.89339,116.387608,1,1,1,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Changping District,McDonald's & Mai Coffee (Beijing Shahe Store),4.6,13773,6812,41,Foods,28,Merchant,99,0,5,40.123004,116.262457,1,1,1,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Xicheng District,McDonald's & Mai Coffee (Beijing Exhibition Road Store),4.7,2359,4406,42,Foods,28,Merchant,100,0,9,39.933582,116.3499,1,1,1,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Dongcheng District,McDonald's & Mai Coffee (Beijing Jiaodaokou Store),4.7,6718,4756,40,Foods,28,Merchant,100,0,5,39.941077,116.409324,1,1,1,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Daxing District,Anhui Beef Plate (Wanda A District Store),4.4,747,1525,15,Foods,32,MeituanFlash,68,20,5,39.904743,116.638725,1,1,0,0,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Haidian District,Beijing Xinjingdu Restaurant,5,10,300,21,Foods,56,Merchant,10,15,1.98,40.185188,116.163354,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Changping District,Round Jingliang Cake Room,0,47,6,132,DessertDrink,115, MeituanRun ,0,50,0,40.149555,116.562091,1,1,0,0,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Haidian District,(Halal) West Mulan Ramen,4.3,5893,2783,23,Foods,30,MeituanFlash,63,15,5,40.053427,116.302454,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Changping District,Yangfang boiling point malatang (famous guest chicken chop),4.8,379,345,29,Foods,49,Merchant,29,30,5,40.137233,116.140341,1,1,0,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Fengtai District,Imperial City Road (Jianguo Store),4.6,292,391,24,Foods,42,MeituanFlash,0,15,0,39.905829,116.428178,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Chaoyang District,Xiaoyan Pancake (Di'anmen Store),4.7,1849,583,24,Foods,30,MeituanFlash,89,15,0,39.934805,116.396111,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,McDonald's & Mai Coffee (Beijing Xiaoying Road Store),4.7,3578,5444,42,Foods,28,Merchant,100,0,9,39.992032,116.423768,1,1,1,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Haidian District,McDonald's & Mai Coffee (Beijing Hot Spring Store),4.8,9381,4000,40,Foods,28,Merchant,99,0,9,40.042433,116.189147,1,1,1,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Tongzhou District,Old Hejian Huoshao Yangtang (Jinghai Second Road Store),4,1143,0,18,Foods,50,MeituanFlash,87,20,0,39.813418,116.523765,1,1,0,0,184,2030,234.2,0.504,0.496,0.104,0.122,0.221,0.197,0.165,0.192,0.153,0.727,0.117,0.003,0.247,0.336,0.05,0.071,0.099,0.197,0,0
Beijing,Changping District,Northeast people's self-selected box lunch shop (Government Street Store),4.6,1541,3324,21,Foods,40,MeituanFlash,87,20,4.3,40.219658,116.236555,1,1,0,0,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Chaoyang District,Daegu Korean Fried Chicken,4.6,Unknown,2284,27,Foods,40,MeituanFlash,73,20,0,39.93082,116.60761,1,1,0,0,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Tongzhou District,Zhang Liang Malatang (Ocean Yifang Store),4.8,2194,3010,19,Foods,36,MeituanFlash,98,15,0,39.900581,116.602165,1,1,0,1,184,2030,234.2,0.504,0.496,0.104,0.122,0.221,0.197,0.165,0.192,0.153,0.727,0.117,0.003,0.247,0.336,0.05,0.071,0.099,0.197,0,0
Beijing,Shijingshan District,Xiaohua Cross Bridge Rice Noodles (No. 3 Dehexin Food City Store),4.8,1352,3212,18,Foods,40,MeituanFlash,80,18,3.3,39.9328,116.277038,1,1,0,1,56.8,6736,212.8,0.504,0.496,0.102,0.125,0.226,0.195,0.163,0.19,0.093,0.781,0.122,0.004,0.261,0.381,0.027,0.071,0.066,0.194,0,0
Beijing,Shijingshan District,Tokugawa Family (Wukesong Store),4.6,3069,726,44,Foods,70,Unknown,50,20,1,39.908563,116.278784,1,1,0,1,56.8,6736,212.8,0.504,0.496,0.102,0.125,0.226,0.195,0.163,0.19,0.093,0.781,0.122,0.004,0.261,0.381,0.027,0.071,0.066,0.194,0,0
Beijing,Haidian District,Donkey meat on fire (No. 10 Dehe Xin Food City),4.8,1661,1688,21,Foods,35,MeituanFlash,87,20,0,39.932885,116.277694,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Daxing District,Spicy and spicy pot (No. A11 stall can taste Hanwei food city store),4.6,8166,1758,22,Foods,39,MeituanFlash,50,20,0,39.828222,116.295398,1,1,0,1,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Chaoyang District,Golden Saint Lolan Baking Shop (Bolian Shop),4.7,87,25,128,DessertDrink,55, MeituanRun ,55,30,13,40.126029,116.657589,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Fengtai District,Fat Brothers Meat Crab Pot (Beijing Xidan Joy City),4.3,606,1159,179,Foods,54, MeituanRun ,4,20,7,39.912322,116.373841,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Fangshan District,Wei Duomei Cake-Fangshan Shopping Center Store,5,147,85,91,DessertDrink,95,Unknown,33,20,3.5,39.693201,115.987556,1,1,0,1,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Fangshan District,Wei Duomei Cake-Liangxiang Store,4.7,502,200,99,DessertDrink,75,Unknown,100,20,6.4,39.723464,116.157867,1,1,0,1,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Shunyi District,Wei Duomei Cake (Shunyi Shiyuan Store),4.5,643,608,69,DessertDrink,60,Unknown,72,20,0,40.109122,116.661559,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Shunyi District,Wei Duomei Cake (Shunyi Shimen Store),4.8,481,915,65,DessertDrink,55,Unknown,92,20,0,40.128651,116.642221,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Shunyi District,Wei Duomei Cake (Shunyi Store),4.6,98,515,66,DessertDrink,85,Unknown,80,20,0,40.133243,116.646844,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Chaoyang District,Wei Duomei Cake (Sanchuan Mansion Store),4.3,283,121,46,SweetCake,55,Unknown,100,20,0,39.965216,116.417707,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Starbucks Coffee Purchasing (Xiaoyun Road Business District Store),4.8,40,117,35,DessertDrink,51, MeituanRun ,0,0,0,39.959759,116.467487,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Shunyi District,Shanxi Daoxiao Noodles (Tiejian Plaza Store),4.2,150,100,26,Foods,60,MeituanFlash,83,20,0,40.041429,116.440457,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Fengtai District,Fried chicken beer,5,10575,1311,36,Foods,42, MeituanRun ,67,0,16,39.85402,116.38152,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Chaoyang District,Donkey Meat Fire (Dongyi Time Zone Store),4.5,542,1311,20,Foods,36,MeituanFlash,94,15,0,39.899135,116.603264,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,"Windy City, Fengdu Jiahe Western Restaurant",4.2,390,756,39,Foods,80,Unknown,58,20,1,40.039786,116.363103,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Domino's Pizza (Siyuanqiao Carrefour Store),4.6,822,1653,46,Foods,40,Merchant,98,0,8,39.97918,116.46035,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Shunyi District,De Tianxia Dumplings · Home-cooked Food (Shunyi Store),3.1,110,100,20,Foods,85,Unknown,60,20,0,40.140103,116.62506,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Shunyi District,Shaxian Snacks (Mapo Store),4.8,517,998,25,Foods,39,MeituanFlash,78,20,3,40.180621,116.652925,1,1,1,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Haidian District,Lanxiangzhai Lanzhou Old Horse Ramen,4.4,961,520,27,Foods,50,MeituanFlash,73,20,3,40.122169,116.212013,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Fengtai District,Pizza Hut House Express (Dahongmen Store),4.9,2506,2261,47,Foods,70,Merchant,77,0,5,39.854052,116.399496,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Fangshan District,Pizza Hut House Express (Liangxiang Store),4.9,2140,2885,46,Foods,40,Merchant,84,0,5,39.728539,116.141867,1,1,0,1,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Shunyi District,Oriental Palace China Lanzhou Beef Ramen (Shunyi Store),4.1,1378,0,25,Foods,69,Unknown,94,50,5,40.129629,116.640547,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Chaoyang District,Pizza Hut House Express (Wangjing West Road Store),5,5257,1262,44,Foods,32,Merchant,93,0,5,39.994607,116.457068,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Noon Wine Fried · Stinky Tofu · Fried Shop (Communication University No. 16 Panda Food City Store),4.7,Unknown,1237,31,Foods,56, MeituanRun ,40,20,3.6,39.922243,116.553081,1,1,1,0,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Changping District,Paixiang Fried Chicken Burger (Sihai Golden Dragon Food City Store in the fifth stall),4.3,1720,1278,23,Foods,49,MeituanFlash,79,20,10.4,40.221141,116.23516,1,1,0,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Chaoyang District,Ge Shang Ge Duck Blood Vermicelli Soup (Jinyu Jiapin mall Store),4.4,1070,1000,25,Foods,104,Unknown,92,20,1,39.95157,116.548528,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Daming Western Restaurant (Taikoo Li Store),3.8,107,400,63,Foods,60,MeituanFlash,20,20,1,39.936031,116.452606,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Changping District,Lu Xiangzhai Braised Chicken (No. 8 Shuhan Banquet Food City Store),4.7,2844,2650,21,Foods,44,MeituanFlash,86,0,3.4,40.215718,116.233909,1,1,1,0,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Fengtai District,KFC Home Delivery (Harmony Plaza Store),4.8,569,1861,41,Foods,30,Merchant,100,0,9,39.882768,116.297609,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Chaoyang District,Shang Million Chinese Restaurant (Shang Dongting Store),4.6,1159,800,26,Foods,68,Unknown,80,20,3.2,39.938293,116.677857,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Shunyi District,Chuanxiangju home cooking (Fengbodian),4.6,647,1280,27,Foods,42,MeituanFlash,78,20,4.7,40.133346,116.701324,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Haidian District,Master Guo Barbecue (Mingjia Garden Store),4.9,131,1000,42,Foods,75,Unknown,90,30,14,40.104425,116.417905,1,1,1,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Chaoyang District,Yili quality,4.8,328,773,33,Foods,30,MeituanFlash,0,20,3,39.982749,116.431213,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Tongzhou District,Pizza Hut House Express (Liyuan South Street Store),4.9,4484,3981,47,Foods,40,Merchant,59,0,5,39.881445,116.682155,1,1,0,1,184,2030,234.2,0.504,0.496,0.104,0.122,0.221,0.197,0.165,0.192,0.153,0.727,0.117,0.003,0.247,0.336,0.05,0.071,0.099,0.197,0,0
Beijing,Fengtai District,Gillian Yunnan bridge rice noodles,4.5,293,249,22,Foods,32,MeituanFlash,91,20,0,39.935251,116.314614,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Haidian District,Taste to small noodles (Chinese fast food),4.7,97,200,21,Foods,50,MeituanFlash,0,20,2,40.002232,116.353001,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Fengtai District,Yunnan Crossing Bridge Rice Nian (Nord Store),4.7,2779,3117,19,Foods,55,MeituanFlash,56,20,0.5,39.826214,116.30226,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Chaoyang District,Huang Jihuang Three Sauce Braised Pot (Jiugong Vanke Store),4.6,328,2000,56,Foods,104,Unknown,33,20,8,39.805299,116.459137,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Fangshan District,Lanzhou Beef Noodles (No. 1 Dehexin Food City Store),4.6,341,529,20,Foods,39,MeituanFlash,74,20,0,39.932823,116.277267,1,1,0,0,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Fangshan District,Spicy Fashion (Liulihe Store),4.8,1089,1207,29,Foods,40,MeituanFlash,96,20,3.2,39.601309,116.02925,1,1,0,1,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Mentougou District,Shaxian snacks,4.1,856,1434,23,Foods,30,MeituanFlash,74,20,1,40.044869,116.185242,1,1,0,1,39.3,271,200.8,0.503,0.497,0.109,0.125,0.223,0.19,0.165,0.187,0.16,0.693,0.131,0.016,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Dongcheng District,Zhang Liang Malatang (Zhushikou Store),4.7,15828,3340,18,Foods,32,MeituanFlash,91,20,2,39.89203,116.399912,0,1,1,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Chaoyang District,Koukouxiang home cooking,4.8,366,1000,31,Foods,85,Unknown,83,25,4,39.905584,116.566788,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Happy Lemon (Beijing Chaoyang Youtang Store),4.9,300,869,13,Foods,40,MeituanFlash,65,15,0,39.92188,116.43999,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Fangshan District,Bickley Burger Braised Chicken and Rice (Liulihe Store),4.6,650,1020,28,Foods,70,MeituanFlash,84,20,5,39.60106,116.03144,1,1,0,1,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Haidian District,Hometown Meat Cake (Hot Spring Shop),4.7,2299,4128,19,Foods,35,MeituanFlash,89,15,1,40.041192,116.187504,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Shunyi District,Qiao Wei Xin cake room. Animal cream,5,119,26,133,SweetCake,44, MeituanRun ,0,35,0,40.030533,116.632706,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Shijingshan District,Hannah Mountain (Beijing Fengtai Wanda Store),4.7,3006,1000,27,Foods,85,Unknown,37,20,5,39.824096,116.299833,1,1,0,1,56.8,6736,212.8,0.504,0.496,0.102,0.125,0.226,0.195,0.163,0.19,0.093,0.781,0.122,0.004,0.261,0.381,0.027,0.071,0.066,0.194,0,0
Beijing,Haidian District,San Gu Maocai (Baosheng Plaza Store),4.9,1702,727,38,Foods,70,Unknown,71,20,17,40.035655,116.371749,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Chaoyang District,Ayu City Shengjian (Jiuxianqiao Yicheng Store),4.6,1881,1139,17,Foods,37,MeituanFlash,0,20,1,39.987126,116.490263,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
